,CODE_GENDER,FLAG_OWN_CAR,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,OBS_30_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,NAME_EDUCATION_TYPE_Highereducation,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,BURO_AMT_CREDIT_SUM_MEAN,BURO_AMT_CREDIT_SUM_SUM,BURO_AMT_CREDIT_SUM_DEBT_MEAN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,CLOSED_DAYS_CREDIT_MAX,PREV_AMT_ANNUITY_MIN,PREV_AMT_ANNUITY_MAX,PREV_AMT_ANNUITY_MEAN,PREV_APP_CREDIT_PERC_MIN,PREV_APP_CREDIT_PERC_MAX,PREV_APP_CREDIT_PERC_MEAN,PREV_AMT_DOWN_PAYMENT_MAX,PREV_AMT_GOODS_PRICE_MIN,PREV_RATE_DOWN_PAYMENT_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MAX,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,APPROVED_AMT_APPLICATION_MIN,APPROVED_AMT_APPLICATION_MAX,APPROVED_AMT_APPLICATION_MEAN,APPROVED_DAYS_DECISION_MAX,APPROVED_CNT_PAYMENT_MEAN,APPROVED_CNT_PAYMENT_SUM,POS_MONTHS_BALANCE_MAX,POS_MONTHS_BALANCE_MEAN,POS_MONTHS_BALANCE_SIZE,INSTAL_DPD_MEAN,CC_AMT_BALANCE_MEAN,CC_AMT_BALANCE_VAR,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN
12791,1,1,81000.0,675000.0,19737.0,0.015221,-13703,-2559.0,-1625.0,-3333,5.0,,0.5967286297145571,0.6894791426446275,,0.0,0.0,0,0.12,20250.0,0.2436666666666666,0.02924,-126.0,-645.5714285714286,0.0,270146.5714285714,1891026.0,1417.5,-126.0,57.0,57.0,0.0,0.0,-195.0,4179.96,8273.385,5625.63,1.0,1.0265596745027126,1.0176637975214622,4090.5,31455.0,0.0676151840341988,-2871.0,-651.0,-1889.3333333333333,10.0,0.0,0.0,0.3333333333333333,31455.0,71955.0,48094.5,-651.0,10.0,30.0,-20.0,-51.0,3.0,0.0,,,
171984,1,1,270000.0,780363.0,33192.0,0.022625,-20293,,-4115.0,-3746,6.0,,0.495841671864,0.3979463219016906,0.9935,0.0,-176.0,1,0.3459928264153989,135000.0,0.1229333333333333,0.0425340514606663,-132.0,-764.1111111111111,0.0,710576.5,6395188.5,55607.0,-132.0,1048.0,1371.0,0.0,244127.25,-2478.0,,,,,,,,,,-176.0,-176.0,-176.0,,0.0,0.0,0.0,,,,,,,-15.0,-17.5,2.0,,0.0,,
42815,1,0,180000.0,382050.0,24543.0,0.00733,-19775,-826.0,-5922.0,-421,,,0.6577983778342514,0.3312508645909018,0.9707,2.0,-3029.0,0,0.4711425206124853,90000.0,0.13635,0.0642402826855123,-56.0,-13.0,,162855.0,162855.0,162774.0,-56.0,675.0,675.0,,0.0,,10973.43,10973.43,10973.43,0.9826989619377162,0.9826989619377162,0.9826989619377162,15975.0,159750.0,0.0974485879589849,-1278.0,-122.0,-590.5,18.0,0.0,0.0,0.0,159750.0,159750.0,159750.0,-1278.0,18.0,18.0,-1.0,-16.5,8.0,0.0,,,
103903,1,1,202500.0,497520.0,53712.0,0.04622,-12136,-1681.0,-6029.0,-249,10.0,0.4320066226359677,0.503713837342432,,0.9846,6.0,-1551.0,0,0.4070188133140376,50625.0,0.2652444444444444,0.1079594790159189,,,,,,,,,,,,,5686.29,14866.785,9325.764,0.8444516758867556,1.05875152998776,0.919448316951479,3892.5,23355.0,0.0208536499471751,-2282.0,-495.0,-1321.0,9.6,0.0,0.2,0.6,23355.0,187627.5,71570.7,-495.0,9.6,48.0,,,,,,,
31377,1,1,157500.0,1006920.0,51543.0,0.007305,-10018,-1099.0,-1101.0,-584,14.0,0.3594102298723378,0.4266819743923444,0.5797274227921155,0.9886,0.0,-715.0,1,0.1564175902752949,157500.0,0.3272571428571428,0.0511887736860922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
146814,0,0,180000.0,1264428.0,37098.0,0.072508,-16117,-669.0,-8239.0,-4568,,,0.6100876536728961,0.4596904504249018,,0.0,-19.0,0,0.1423568601770919,45000.0,0.2061,0.0293397488824986,-502.0,-22.0,,540000.0,540000.0,0.0,-502.0,911.0,911.0,,0.0,,2250.0,28433.25,13713.345,1.0,1.25,1.0662342575417358,22401.0,45000.0,0.0947900749682655,-2599.0,-339.0,-1372.25,6.0,0.5,0.75,0.5,45000.0,140346.0,92673.0,-339.0,3.0,6.0,-12.0,-12.0,1.0,,,,
63747,1,0,270000.0,380533.5,19557.0,0.00496,-20027,-4028.0,-8839.0,-2336,,0.7650983434684323,0.7170825510325242,0.3774042489507649,,2.0,-177.0,0,0.709530172770597,270000.0,0.0724333333333333,0.0513936355143502,-164.0,-35.0,0.0,264726.9257142857,1853088.48,127533.81857142856,-164.0,58.0,580.75,0.0,0.0,-405.0,13431.87,13431.87,13431.87,1.0295537956345373,1.0295537956345373,1.0295537956345373,7195.5,71955.0,0.1016612004457888,-177.0,-177.0,-177.0,6.0,0.0,1.0,0.0,71955.0,71955.0,71955.0,-177.0,6.0,6.0,,,,,,,
59047,1,0,90000.0,270000.0,13500.0,0.010032,-15548,-1653.0,-9549.0,-4081,,,0.5056161491051522,0.7517237147741489,0.9871,0.0,-583.0,0,0.3333333333333333,90000.0,0.15,0.05,,,,,,,,,,,,,7498.17,7498.17,7498.17,0.9499330003654526,0.9499330003654526,0.9499330003654526,7020.0,70182.0,0.0945033829225619,-583.0,-583.0,-583.0,12.0,0.0,0.0,0.0,70182.0,70182.0,70182.0,-583.0,12.0,12.0,-12.0,-12.0,1.0,0.0,,,
208146,0,1,180000.0,508495.5,21672.0,0.015221,-14618,-4979.0,-3217.0,-3551,7.0,,0.3709665092717953,0.7001838506835805,,0.0,0.0,0,0.3539854334994115,45000.0,0.1204,0.0426198461933291,-1312.0,-158.0,,203416.5,610249.5,56779.5,-1312.0,-232.0,114.0,,0.0,-1515.0,2221.92,2221.92,2221.92,0.909950366343654,0.909950366343654,0.909950366343654,0.0,17325.0,0.0,-2760.0,-2760.0,-2760.0,12.0,0.0,0.0,1.0,17325.0,17325.0,17325.0,-2760.0,12.0,12.0,-91.0,-91.0,1.0,,,,
96382,0,0,121500.0,985500.0,31072.5,0.010276,-7972,-859.0,-7972.0,-627,,,0.25530005700178,0.4365064990977374,0.9603,0.0,-282.0,0,0.1232876712328767,121500.0,0.2557407407407407,0.0315296803652968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113423,0,1,180000.0,900000.0,24750.0,0.008625,-14573,-612.0,-8343.0,-5189,0.0,,0.7530138355610245,0.5673792367572691,0.9831,3.0,-309.0,0,0.2,60000.0,0.1375,0.0275,-594.0,-578.5,17419.5,390900.375,3127203.0,46022.625,-594.0,270.0,436.5,17419.5,0.0,-1125.0,32467.5,32467.5,32467.5,1.0,1.0,1.0,,450000.0,,-309.0,-309.0,-309.0,18.0,0.0,0.0,0.0,450000.0,450000.0,450000.0,-309.0,18.0,18.0,-4.0,-4.5,2.0,,,,
228212,0,1,270000.0,755190.0,36459.0,0.01885,-11320,-2846.0,-611.0,-2320,39.0,0.2247985741850608,0.636693657318655,0.4436153084085652,,0.0,-1845.0,0,0.3575259206292456,90000.0,0.1350333333333333,0.0482779168156358,,,,,,,,,,,,,5269.365,5269.365,5269.365,0.904494382022472,0.904494382022472,0.904494382022472,0.0,42745.5,0.0,-945.0,-945.0,-945.0,12.0,0.0,0.0,1.0,42745.5,42745.5,42745.5,-945.0,12.0,12.0,-13.0,-42.66666666666666,3.0,,,,
195366,0,0,252000.0,720000.0,36760.5,0.028663,-16000,-1570.0,-436.0,-638,,0.1526803679810456,0.3254399543379929,,0.9876,0.0,-7.0,0,0.35,126000.0,0.145875,0.05105625,,,,,,,,,,,,,6294.42,38196.675,22708.90125,0.8269474612712939,1.220556745182013,0.9458735212346484,9000.0,41040.0,0.1149800368550368,-1544.0,-876.0,-1214.0,16.5,0.0,1.0,0.0,41040.0,675000.0,269010.0,-876.0,16.5,66.0,-8.0,-24.444444444444443,9.0,,,,
176631,1,0,67500.0,314100.0,12420.0,0.019101,-14852,-553.0,-854.0,-4970,,0.2854217707792417,0.6259497058747622,0.4382813743111921,,1.0,-4.0,0,0.2148997134670487,16875.0,0.184,0.0395415472779369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234241,1,0,157500.0,310671.0,17478.0,0.04622,-21059,,-6865.0,-4168,,,0.3781022166255257,0.5226973172821112,0.9801,0.0,-427.0,0,0.5069671774964513,157500.0,0.1109714285714285,0.0562588719256061,,,,,,,,,,,,,11339.325,11339.325,11339.325,1.0049836669737835,1.0049836669737835,1.0049836669737835,10800.0,107986.5,0.0994679268520504,-427.0,-427.0,-427.0,12.0,0.0,0.0,0.0,107986.5,107986.5,107986.5,-427.0,12.0,12.0,-11.0,-11.0,1.0,,,,
5703,0,1,135000.0,119893.5,14355.0,0.020713,-9408,-1339.0,-2883.0,-2087,15.0,0.7352484915380008,0.2938832026667826,0.3979463219016906,0.9786,0.0,-331.0,0,1.1259993244004054,135000.0,0.1063333333333333,0.1197312614945764,-191.0,-346.0,13153.23,296532.62999999995,889597.8899999999,194773.5,-191.0,,,,,-368.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
240276,0,1,36000.0,463284.0,17595.0,0.002134,-18419,-2623.0,-3485.0,-1951,13.0,,0.3549754202849897,,,1.0,-658.0,0,0.0777061154712875,9000.0,0.48875,0.0379788639365918,,,,,,,,,,,,,15448.95,17439.435,16444.1925,0.8324246031415704,1.0071772454736097,0.91980092430759,15345.0,153450.0,0.0996538492500067,-1633.0,-658.0,-1145.5,37.0,0.0,0.0,0.5,153450.0,450000.0,301725.0,-658.0,37.0,74.0,-7.0,-15.25,4.0,,,,
79447,1,0,180000.0,398160.0,25573.5,0.02461,-19994,-2914.0,-13933.0,-3506,,,0.661289558329338,0.6075573001388961,0.9771,0.0,-747.0,0,0.4520795660036166,180000.0,0.142075,0.0642292043399638,-272.0,-257.0,0.0,130857.34500000002,392572.035,82379.25,-272.0,276.0,276.0,0.0,0.0,-411.0,4500.0,13326.165,7442.055,0.8350033400133601,2.25,1.3616677800044534,,112500.0,,-335.0,-335.0,-335.0,4.0,0.3333333333333333,1.0,0.0,112500.0,202500.0,157500.0,-335.0,6.0,12.0,-1.0,-12.0,4.0,0.0,0.0,0.0,
117138,1,0,67500.0,315000.0,15750.0,0.030755,-22528,,-2184.0,-4620,,,0.2400683685002472,0.8106180215523969,0.9831,2.0,-228.0,0,0.2142857142857142,33750.0,0.2333333333333333,0.05,,,,,,,,,,,,,7527.87,7527.87,7527.87,1.0,1.0,1.0,0.0,80775.0,0.0,-78.0,-78.0,-78.0,12.0,0.0,1.0,0.0,80775.0,80775.0,80775.0,-78.0,12.0,12.0,,,,,,,
249675,1,0,112500.0,1056447.0,31018.5,0.031329,-18817,-3104.0,-6853.0,-2377,,,0.6797787734685239,0.4596904504249018,0.9881,1.0,-2618.0,0,0.1064890145932545,56250.0,0.27572,0.0293611511036521,-649.0,-509.22222222222223,,415674.0,3741066.0,127741.5,-951.0,876.0,876.0,,0.0,-649.0,,,,,,,,,,-99.0,-19.0,-59.0,,0.0,0.0,0.0,,,,,,,-3.0,-11.714285714285714,7.0,,0.0,0.0,0.0
236218,0,1,270000.0,986418.0,47452.5,0.00733,-10594,-926.0,-3573.0,-3227,16.0,0.2367567821740406,0.1760089088712814,,,4.0,-757.0,0,0.2737176328899107,135000.0,0.17575,0.0481058739804018,,,,,,,,,,,,,8418.15,8418.15,8418.15,0.9498226051697922,0.9498226051697922,0.9498226051697922,0.0,42165.0,0.0,-758.0,-758.0,-758.0,6.0,0.0,0.0,0.0,42165.0,42165.0,42165.0,-758.0,6.0,6.0,-20.0,-20.0,1.0,,,,
77476,0,0,135000.0,66222.0,7987.5,0.020246,-8706,-350.0,-8675.0,-1398,,0.3797357428665728,0.4487445425825054,0.6610235391308081,0.9851,0.0,-312.0,0,2.038597444957869,135000.0,0.0591666666666666,0.1206170154933405,-456.0,-20.0,,4680000.0,4680000.0,4621878.0,-456.0,6879.0,6879.0,,0.0,,11122.965,11122.965,11122.965,1.0,1.0,1.0,0.0,126801.0,0.0,-312.0,-312.0,-312.0,12.0,1.0,0.0,0.0,,,,,,,-9.0,-9.0,1.0,0.0,,,
282674,0,0,103500.0,170640.0,9922.5,0.018801,-12991,-208.0,-7055.0,-4350,,0.4758345481151639,0.3683627556411528,0.7726311345553628,,3.0,-1102.0,0,0.6065400843881856,25875.0,0.0958695652173913,0.0581487341772151,,,,,,,,,,,,,6278.805,7470.72,6676.110000000001,1.0,1.0989332164255443,1.0659554776170297,4500.0,33840.0,0.0925743473238053,-1102.0,-55.0,-753.0,8.0,0.3333333333333333,0.0,0.6666666666666666,33840.0,81576.0,57708.0,-55.0,9.0,18.0,,,,,,,
296612,1,0,157500.0,76410.0,8154.0,0.016612,-17466,-1958.0,-8609.0,-1014,,0.6811035679299289,0.6435195027490567,0.6512602186973006,0.9881,1.0,-1634.0,1,2.061248527679623,157500.0,0.0517714285714285,0.1067137809187279,-39.0,-570.5555555555555,0.0,600811.255,5407301.295,428731.755,-39.0,267.0,1302.6666666666667,0.0,0.0,-631.0,18789.84,30281.85,24535.845,1.0,1.0,1.0,0.0,270000.0,0.0,-2280.0,-2280.0,-2280.0,18.0,0.5,0.0,0.0,270000.0,270000.0,270000.0,-2280.0,18.0,18.0,,,,,,,
289807,1,0,135000.0,412173.0,43735.5,0.015221,-11834,-3534.0,-2640.0,-3968,,,0.6231859534271725,0.6642482627052363,,8.0,-878.0,1,0.3275323711160119,67500.0,0.3239666666666667,0.106109570495884,-250.0,-231.5,0.0,185985.0,371970.0,49149.0,-250.0,146.0,146.0,0.0,0.0,-1057.0,,,,,,,,,,-270.0,-270.0,-270.0,,0.0,0.0,0.0,,,,,,,,,,,,,
156482,1,0,85500.0,238896.0,7758.0,0.035792,-23356,,-8949.0,-4741,,,0.7225073083593301,0.6296742509538716,,0.0,0.0,0,0.3578963230861965,85500.0,0.0907368421052631,0.0324743821579264,-301.0,-1101.3333333333333,0.0,115990.5675,695943.405,28198.1175,-301.0,431.0,431.0,0.0,0.0,-562.0,1908.945,25728.435,13818.69,0.8938148015731141,1.0,0.946907400786557,0.0,14310.0,0.0,-2896.0,-462.0,-1679.0,23.0,0.0,0.5,0.5,14310.0,540000.0,277155.0,-462.0,23.0,46.0,-3.0,-25.0,8.0,,,,
105276,1,1,144000.0,927252.0,24457.5,0.030755,-8713,-214.0,-1915.0,-1283,8.0,0.3609889937757525,0.6748945034554361,0.5549467685334323,,2.0,-25.0,1,0.1552975890049307,72000.0,0.16984375,0.0263763248825561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274185,1,1,382500.0,1169820.0,34204.5,0.0035409999999999,-12677,-3236.0,-2516.0,-3684,6.0,0.8216319634309792,0.6181094976687693,0.7001838506835805,0.9965,1.0,-1963.0,1,0.32697338052008,127500.0,0.0894235294117647,0.0292391137098015,-218.0,-587.5,,3468276.0,20809656.0,3244699.8,-218.0,1967.0,2895.0,,0.0,-851.0,11197.575,70354.89,37698.3075,0.8989201337499315,1.1778563015312131,1.0453298622341591,153000.0,73795.5,0.1086245137634273,-2042.0,-786.0,-1607.8333333333333,12.333333333333334,0.1666666666666666,0.5,0.6666666666666666,73795.5,612000.0,324596.502,-786.0,12.0,60.0,-13.0,-38.2,5.0,,,,
73171,0,0,180000.0,441616.5,35536.5,0.020713,-15670,-1654.0,-1825.0,-1851,,0.2736521324315353,0.2487051809870233,0.445396241560834,,0.0,-673.0,1,0.4075934662767356,60000.0,0.197425,0.0804691400796845,-236.0,-323.5,4450.42125,485418.9375,3883351.5,254962.6875,-236.0,156.0,639.0,8900.8425,0.0,-456.0,2882.025,35554.5,18683.748,0.8117381489841986,1.1111111111111112,0.9118519625026864,4500.0,15705.0,0.031838114091116,-1611.0,-38.0,-540.4285714285714,15.6,0.1428571428571428,0.3571428571428571,0.5,15705.0,382500.0,136262.8125,-238.0,13.5,108.0,-11.0,-32.63636363636363,11.0,0.2857142857142857,,,
230635,1,0,157500.0,1354500.0,41197.5,0.030755,-12171,-1599.0,-4288.0,-4320,,0.5016049754536496,0.6085936879724012,0.4471785780453068,,1.0,-2762.0,0,0.1162790697674418,78750.0,0.2615714285714285,0.0304152823920265,,,,,,,,,,,,,6843.33,15890.535,10624.24125,0.8859784283513097,1.0343050647820966,0.9866825039087168,6322.5,63225.0,0.0508673298533924,-2762.0,-487.0,-1624.5,13.75,0.25,0.25,0.0,63225.0,186300.0,145275.0,-487.0,15.333333333333334,46.0,-12.0,-64.33333333333333,3.0,,,,
138833,1,0,121500.0,592560.0,31153.5,0.0072739999999999,-16554,-1470.0,-2337.0,-114,,,0.0104343063463538,0.2866524828090694,,0.0,-1329.0,0,0.2050425273390036,60750.0,0.2564074074074074,0.0525744228432563,-326.0,-264.8,1745.08875,126401.121,632005.605,61704.0,-500.0,606.0,711.0,6980.355,0.0,-326.0,5264.865,5264.865,5264.865,1.032045499117474,1.032045499117474,1.032045499117474,23683.5,118404.0,0.1863542965909828,-231.0,-231.0,-231.0,24.0,0.0,0.0,0.0,118404.0,118404.0,118404.0,-231.0,24.0,24.0,-8.0,-24.0,2.0,,0.0,0.0,
43878,1,0,135000.0,495000.0,23814.0,0.02461,-16802,-463.0,-593.0,-354,,,0.5969391036187081,0.4188542886233217,0.9603,0.0,-443.0,0,0.2727272727272727,45000.0,0.1764,0.0481090909090909,-91.0,-28.0,0.0,160650.0,160650.0,136224.0,-91.0,274.0,274.0,0.0,0.0,,35676.135,35676.135,35676.135,1.6666666666666667,1.6666666666666667,1.6666666666666667,218664.0,546660.0,0.4356363636363636,-253.0,-253.0,-253.0,10.0,0.0,1.0,0.0,546660.0,546660.0,546660.0,-253.0,10.0,10.0,-4.0,-9.5,2.0,0.0,,,
169601,1,1,112500.0,1350000.0,43249.5,0.031329,-18610,-303.0,-3401.0,-2169,1.0,0.5342618167448924,0.7135423501786853,,0.9851,2.0,-2320.0,1,0.0833333333333333,56250.0,0.38444,0.0320366666666666,,,,,,,,,,,,,4397.445,9604.035,7000.74,1.1887243191591017,1.363524337646334,1.2761243284027175,11250.0,29875.5,0.2635545754931593,-2320.0,-480.0,-1400.0,6.0,0.0,0.0,1.0,29875.5,55980.0,42927.75,-480.0,6.0,12.0,,,,,,,
78632,1,0,153000.0,143910.0,14233.5,0.025164,-10304,-1527.0,-2099.0,-2627,,,0.243721530046117,0.2471909382666521,,7.0,-2528.0,0,1.0631644777986242,51000.0,0.0930294117647058,0.0989055659787367,-381.0,-587.6,11346.6,156086.1,780430.5,32416.2,-381.0,349.0,349.0,11347.65,0.0,-446.0,2250.0,28387.35,16346.673,0.8050233456770246,1.1111416026344676,0.9526278284944092,3645.0,36441.0,0.1089359886840746,-2528.0,-209.0,-787.2,8.4,0.0,0.6,0.2,36441.0,225000.0,133288.2,-209.0,8.4,42.0,-6.0,-23.857142857142858,7.0,1.2,0.0,,
69261,0,0,675000.0,1305000.0,38155.5,0.014464,-11608,-1249.0,-921.0,-4204,,0.2188570855700927,0.5206822752621395,0.633031641417419,0.9866,2.0,-895.0,1,0.5172413793103449,337500.0,0.0565266666666666,0.0292379310344827,,,,,,,,,,,,,113881.59,113881.59,113881.59,0.9717779487387131,0.9717779487387131,0.9717779487387131,,1080000.0,,-895.0,-895.0,-895.0,12.0,0.0,0.0,0.0,1080000.0,1080000.0,1080000.0,-895.0,12.0,12.0,-8.0,-17.666666666666668,3.0,0.0,,,
73476,1,0,49500.0,397881.0,15129.0,0.018029,-21381,,-3659.0,-4553,,0.6638036985963653,0.2764097263677716,0.4489622731076524,0.9841,0.0,-6.0,0,0.124409056979348,24750.0,0.3056363636363636,0.0380239317785971,-312.0,-1164.8333333333333,2731.1130000000003,72924.72,437548.32,6536.9175,-312.0,-1312.0,-533.0,0.0,0.0,-616.0,18160.965,26385.3,22273.1325,0.8662208516683414,1.25,1.0581104258341707,112410.0,562050.0,0.2178181818181818,-699.0,-339.0,-519.0,45.0,0.0,0.0,0.0,562050.0,675000.0,618525.0,-339.0,45.0,90.0,-2.0,-10.333333333333334,6.0,314.57142857142856,,,
8432,1,0,90000.0,254700.0,16713.0,0.00712,-14047,-3553.0,-1010.0,-2627,,,0.3417277003013378,0.3774042489507649,,7.0,-19.0,0,0.3533568904593639,22500.0,0.1857,0.0656183745583038,-423.0,-747.8888888888889,699.88,105881.27,952931.43,0.0,-423.0,-89.0,447.0,0.0,0.0,-974.0,5625.0,5625.0,5625.0,1.0,1.0,1.0,,112500.0,,-19.0,-19.0,-19.0,0.0,0.0,0.0,0.0,112500.0,112500.0,112500.0,-19.0,0.0,0.0,-21.0,-21.0,1.0,0.0,,,
237636,1,1,180000.0,1149210.0,33732.0,0.00963,-20545,-2661.0,-10.0,-1180,5.0,,0.1319733651376379,0.5797274227921155,,5.0,-337.0,0,0.1566293366747591,90000.0,0.1874,0.0293523376928498,-82.0,-242.0,,693226.5,2079679.5,639974.25,-82.0,170.0,592.0,,0.0,-1273.0,18208.215,18208.215,18208.215,1.0,1.0,1.0,0.0,103063.5,0.0,-337.0,-337.0,-337.0,6.0,0.0,0.0,0.0,103063.5,103063.5,103063.5,-337.0,6.0,6.0,,,,,,,
50029,1,1,450000.0,679500.0,69624.0,0.072508,-22103,,-10338.0,-525,2.0,0.7845488086424898,0.6558612652648024,0.4014074137749511,0.9796,0.0,-234.0,1,0.6622516556291391,450000.0,0.15472,0.1024635761589404,-142.0,-289.8888888888889,0.0,221050.0,1989450.0,47282.142857142855,-142.0,-685.0,3849.3333333333335,0.0,6672.599999999999,-203.0,4520.07,20229.03,12998.68875,0.703037120359955,1.2083767451552407,0.923990951539848,9000.0,23256.0,0.093903337566038,-1541.0,-89.0,-581.4285714285714,24.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,23256.0,225000.0,100149.0,-782.0,16.0,48.0,-23.0,-36.0,2.0,0.0,,,
114919,0,1,270000.0,166500.0,18058.5,0.018209,-19870,-332.0,-1097.0,-3413,9.0,,0.5526490065434078,0.8802684803872619,,0.0,-714.0,0,1.6216216216216215,135000.0,0.0668833333333333,0.1084594594594594,-2678.0,-2522.0,0.0,24712.65,24712.65,0.0,,,,,,-2678.0,29716.11,29716.11,29716.11,1.0,1.0,1.0,0.0,159165.0,0.0,-714.0,-714.0,-714.0,6.0,0.0,1.0,0.0,159165.0,159165.0,159165.0,-714.0,6.0,6.0,,,,,,,
173172,1,1,225000.0,941472.0,42673.5,0.025164,-13874,-3375.0,-7013.0,-4919,5.0,,0.6536665227549411,0.6212263380626669,,0.0,-844.0,0,0.2389874579382074,45000.0,0.18966,0.0453263612725604,-986.0,-930.6666666666666,19505.25,314256.0,942768.0,0.0,,,,,,-986.0,3341.835,20646.9,11994.3675,0.9099181073703366,0.951109028428616,0.9305135678994764,4500.0,27400.5,0.1471346810444351,-1781.0,-103.0,-909.3333333333334,15.0,0.0,0.6666666666666666,0.6666666666666666,27400.5,225000.0,126200.25,-844.0,15.0,30.0,-11.0,-16.0,2.0,,,,
225902,1,0,202500.0,654498.0,28957.5,0.009175,-18064,-11197.0,-8310.0,-1601,,,0.0356407663452342,0.3842068130556564,0.9861,0.0,0.0,0,0.3093974313137702,101250.0,0.143,0.0442438326778691,-107.0,-404.3333333333333,0.0,241134.75,1446808.5,69561.9,-107.0,-8.0,441.0,,0.0,-2582.0,8480.79,8480.79,8480.79,1.771575830683189,1.771575830683189,1.771575830683189,36351.0,72697.5,0.5115820412651254,-627.0,-627.0,-627.0,6.0,0.0,0.0,1.0,72697.5,72697.5,72697.5,-627.0,6.0,6.0,,,,,,,
153359,1,0,90000.0,862560.0,30690.0,0.010276,-19450,-136.0,-300.0,-2674,,,0.6531663499141007,,,0.0,-2396.0,0,0.1043405676126878,45000.0,0.341,0.0355801335559265,,,,,,,,,,,,,31625.82,37822.005,34704.75,0.8732099196646874,0.906649138116663,0.8843565283375489,,720000.0,,-844.0,-217.0,-498.0,52.0,0.0,0.6666666666666666,0.0,720000.0,1147500.0,999000.0,-217.0,52.0,156.0,-5.0,-25.5,10.0,,69059.12400000001,4394075563.125171,0.375
295007,0,1,135000.0,808650.0,23773.5,0.030755,-20946,,-1132.0,-4374,14.0,,0.5608676012164996,0.5154953751603267,,0.0,-1360.0,0,0.1669449081803005,67500.0,0.1761,0.0293989983305509,-251.0,-610.25,2568.605625,106034.25,1272411.0,50977.695,-251.0,-919.0,2075.833333333333,1412.181,30451.185,-1435.0,2250.0,3266.955,2758.4775,0.0,1.011091464394792,0.505545732197396,2830.5,28305.0,0.1000055739880557,-2228.0,-2146.0,-2187.0,6.0,0.0,0.5,0.0,0.0,28305.0,14152.5,-2146.0,6.0,12.0,-66.0,-70.0,2.0,,80709.56386363636,3888480388.1042495,0.4090909090909091
17165,1,0,112500.0,1125000.0,32895.0,0.019101,-17132,-1678.0,-1763.0,-674,,0.7868156963475867,0.3677981720716989,0.501075160239048,,0.0,-411.0,1,0.1,56250.0,0.2924,0.02924,-261.0,-14.0,0.0,176760.0,176760.0,107469.0,-261.0,288.0,288.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
229099,0,0,184500.0,312768.0,24331.5,0.011703,-12726,-5224.0,-6621.0,-4414,,,0.5884560057826804,0.3979463219016906,0.9737,1.0,-364.0,0,0.5898941068139963,184500.0,0.1318780487804878,0.0777940837937384,,,,,,,,,,,,,21709.125,21709.125,21709.125,0.8782715615668365,0.8782715615668365,0.8782715615668365,,450000.0,,-307.0,-298.0,-300.25,36.0,0.25,0.25,0.0,,,,,,,-8.0,-15.666666666666666,3.0,,,,
201274,1,0,108000.0,225000.0,11250.0,0.00712,-11195,-2996.0,-4947.0,-1604,,0.4257601927585015,0.5504692782857942,0.4884551844437485,0.9712,0.0,-350.0,1,0.48,36000.0,0.1041666666666666,0.05,-47.0,-405.1666666666667,0.0,161263.41,967580.46,69102.75,-47.0,684.0,684.0,0.0,0.0,-257.0,2400.345,2400.345,2400.345,0.993127863390254,0.993127863390254,0.993127863390254,2146.5,21460.5,0.0984081007077787,-350.0,-350.0,-350.0,12.0,0.0,0.0,1.0,21460.5,21460.5,21460.5,-350.0,12.0,12.0,-7.0,-7.0,1.0,,,,
